9.310,-17.043,20.807,11.109,-165.864
-6.446,-12.460,-12.941,-14.715,-49.048
14.324,-9.624,29.533,1.439,-161.183
-19.511,9.563,-38.774,-1.116,177.828
-5.917,3.696,-11.428,13.364,40.092
-11.463,9.371,-22.557,-17.609,132.818
17.629,-16.888,33.026,14.852,-210.962
11.189,7.402,22.028,-14.745,-11.840
-18.134,12.168,-34.161,16.041,181.097
2.032,-3.884,3.479,-16.396,-28.715
3.415,-7.437,6.124,5.720,-85.778
-10.841,-2.736,-23.076,8.944,55.170
-2.480,15.378,-6.453,7.709,121.387
6.767,18.385,13.813,9.037,79.768
11.621,15.061,24.956,4.157,53.727
-0.727,8.501,0.435,15.081,45.013
5.060,-1.271,10.227,12.012,-41.435
1.714,-13.354,1.628,16.246,-91.088
-5.702,14.872,-10.434,-14.547,129.300
-12.768,10.186,-25.432,6.514,138.069
-6.010,-11.569,-13.013,-9.231,-32.319
16.952,0.879,35.536,-19.215,-93.994
-1.867,5.696,-4.679,13.068,54.087
12.383,8.255,24.318,3.269,-18.257
-2.813,9.717,-5.327,-2.568,78.758
17.599,0.445,36.617,-16.809,-105.918
10.552,16.654,21.147,4.737,60.610
19.548,1.010,38.813,-5.441,-113.481
3.134,17.927,6.399,15.893,122.498
12.889,-8.300,25.174,5.859,-127.546
-9.370,4.440,-17.352,-11.432,86.298
1.241,14.444,2.529,-14.343,92.545
-18.315,6.358,-36.613,-14.328,144.638
-0.398,-4.506,-1.643,-3.450,-23.472
-3.239,7.810,-7.577,5.567,75.777
-18.026,19.549,-34.690,-10.618,241.730
-7.096,9.837,-14.377,-17.368,124.678
-5.449,19.361,-10.833,18.985,160.016
10.933,-19.608,21.866,3.693,-218.938
-3.760,-5.412,-6.257,-13.218,-13.655
-11.940,-1.236,-25.961,-7.589,80.752
-11.379,-3.847,-22.181,-19.976,32.972
5.992,-13.009,10.883,-12.446,-120.015
-12.660,-18.219,-26.076,4.305,-52.363
-8.302,10.275,-13.814,-0.895,109.309
17.025,6.955,34.429,8.755,-51.847
-7.863,-7.408,-17.350,10.411,12.276
-11.359,19.454,-21.840,19.510,193.390
-18.887,13.690,-37.502,3.504,200.685
-17.491,14.294,-35.209,-12.284,215.559
-11.428,13.769,-23.024,13.947,169.829
6.884,8.723,13.971,-1.112,16.579
-3.800,14.615,-7.568,-19.102,145.243
11.923,-16.828,24.408,-17.472,-204.876
-17.140,-1.837,-33.812,13.510,78.312
5.028,1.196,10.424,-1.955,-10.712
7.331,-16.292,14.573,14.014,-144.720
-14.539,0.635,-29.440,11.295,82.893
17.774,15.346,36.198,-12.392,-13.148
-6.499,16.287,-11.795,-0.256,159.075
18.300,-11.912,36.541,9.637,-185.267
3.522,14.378,7.549,-1.530,84.177
-16.150,-10.392,-31.608,-14.551,35.619
0.143,5.956,1.442,19.877,30.017
18.630,-1.215,38.036,-17.377,-118.210
17.810,13.696,35.861,10.508,6.077
3.791,3.372,8.459,15.320,4.829
-17.878,-9.950,-34.701,-14.971,31.069
11.369,-1.185,23.595,2.278,-81.606
16.110,6.145,30.343,-0.097,-43.921
8.599,3.108,16.949,-14.131,-34.334
1.857,-4.327,4.012,-0.046,-32.272
-3.620,-8.602,-7.536,5.429,-40.123
-14.555,-1.982,-27.768,-1.818,62.691
4.581,-0.496,11.170,-14.977,-49.949
-10.240,2.819,-19.205,-6.683,85.958
14.521,17.571,30.429,-0.107,37.411
-0.244,0.014,-0.933,-14.822,8.240
17.526,-5.803,36.596,-2.418,-156.191
14.705,-2.226,31.476,10.168,-117.533
-8.407,-11.701,-16.627,8.732,-26.031
2.747,11.857,3.487,15.609,62.762
12.252,-10.688,25.428,-14.729,-146.486
1.033,-4.794,1.262,-13.017,-38.756
-5.738,18.066,-10.231,4.674,153.468
17.378,10.142,34.583,-7.617,-37.562
-2.037,-2.442,-2.601,-3.131,-16.965
6.451,17.666,11.543,-4.580,110.101
-2.038,-4.224,-3.127,-5.203,-45.233
19.519,9.216,38.215,19.802,-42.462
8.370,6.345,17.458,-13.363,-2.386
19.950,-14.050,39.202,18.075,-222.706
11.254,10.749,22.387,14.903,-1.053
12.711,-4.958,24.898,-7.144,-109.980
15.215,-19.858,28.772,-18.159,-236.058
16.028,-12.295,31.648,-18.170,-197.549
-0.894,16.790,-2.280,-18.563,125.977
-1.931,-16.958,-5.522,8.558,-93.754
2.100,-8.827,5.068,-8.247,-90.660
1.210,15.554,1.068,15.679,94.994
-10.286,-13.291,-21.643,9.682,-28.796
10.538,19.778,22.410,15.287,73.557
-4.431,15.623,-6.952,-12.259,127.238
17.422,-8.456,35.982,19.648,-160.508
16.798,10.583,34.883,3.625,-41.138
-4.155,-4.882,-10.486,-10.749,-7.492
-12.459,13.402,-25.408,-14.043,177.914
-2.081,-18.046,-2.229,10.307,-126.123
11.456,1.121,22.714,-12.821,-47.536
13.100,11.739,26.756,17.470,-8.821
-9.620,-7.036,-18.955,5.904,17.642
4.937,17.653,10.523,-6.783,85.788
-0.317,3.777,-0.184,5.374,28.499
-16.185,-16.621,-32.984,0.418,-11.350
19.501,16.523,38.815,-9.006,9.664
-1.863,-5.597,-4.618,-15.237,-33.965
-10.606,-14.762,-20.660,-3.555,-37.265
0.483,6.661,0.649,-9.149,26.324
-15.673,10.387,-32.613,14.452,170.874
-7.845,-9.586,-14.984,-18.187,-13.022
16.049,-16.084,30.977,-8.602,-211.478
10.673,11.553,20.511,4.829,27.919
-5.119,-15.125,-8.782,17.098,-79.801
-14.717,3.311,-28.820,9.924,121.502
16.289,-1.771,32.437,-2.403,-121.808
14.993,-16.989,30.123,-15.464,-188.896
-9.847,-10.375,-19.291,-6.282,-9.018
13.666,0.861,27.080,17.649,-67.389
12.912,12.047,28.279,-14.760,-3.246
11.464,10.538,23.391,19.515,10.622
-0.462,-0.480,0.077,-5.159,12.618
16.724,-15.343,30.925,-1.000,-196.536
-8.274,-5.988,-16.367,-9.668,31.671
15.111,7.983,30.641,-6.952,-19.229
-2.227,14.677,-5.599,9.649,118.316
13.189,3.193,26.402,-2.753,-52.982
